SUPERMERCADO TRADICAO LTDA
CEP 12248440 SAO JOSE DOS CAMPOS - SP
CNPJ: 47.692.182/0001-72

Código de Barras;Descrição Reduzida;Quantidade Ajuste;Custo Reposição;Descrição Ajuste Completa;Seção;
7892840819507;ACHOC EM PO TODDY PT 370G;1,000;0,00;ENTRADA POR AJUSTE;11;
7896894900013;ACUCAR REF CARAVELAS 1KG;1,000;0,00;ENTRADA POR AJUSTE;5;
7896894900013;ACUCAR REF CARAVELAS 1KG;1,000;0,00;ENTRADA POR AJUSTE;5;
7891910000197;ACUCAR REF UNIAO 1KG TRAD;2,000;0,00;ENTRADA POR AJUSTE;5;
0000000001199;COLAGENO HIDROLISADO EM PO;-0,098;63,70;PERDA MERCEARIA (AVARIA/FURTO);16;
0000000001311;FARINHA DE CAST DE CAJU;-0,104;30,80;PERDA MERCEARIA (AVARIA/FURTO);16;
0000000001700;UVA PASSA PRETA S/ SEMENTE;-0,190;22,45;PERDA PADARIA;16;
7894900531015;AGUA MIN CRYSTAL 1,5L CGAS;8,000;2,96;ENTRADA POR AJUSTE;4;
7894900530032;AGUA MIN CRYSTAL 1,5L SEM GAS;9,000;2,75;ENTRADA POR AJUSTE;4;
7894900531008;AGUA MIN CRYSTAL 500ML CGAS;18,000;2,01;ENTRADA POR AJUSTE;4;
7894900530001;AGUA MIN CRYSTAL 500ML SEM GAS;22,000;1,70;ENTRADA POR AJUSTE;4;
7894900530001;AGUA MIN CRYSTAL 500ML SEM GAS;-1,000;1,70;PERDA MERCEARIA (AVARIA/FURTO);4;
7894900530001;AGUA MIN CRYSTAL 500ML SEM GAS;1,000;0,00;ENTRADA POR AJUSTE;4;
7896065870510;AGUA MIN MINALBA 1,5L CGAS;-22,000;3,18;SAIDA POR AJUSTE;4;
7896065880106;AGUA MIN MINALBA 1,5L SGAS;-39,000;2,74;SAIDA POR AJUSTE;4;
7896065870497;AGUA MIN MINALBA 510ML CGAS;-1,000;2,13;SAIDA POR AJUSTE;4;
7896065880069;AGUA MIN MINALBA 510ML SGAS;2,000;1,86;ENTRADA POR AJUSTE;4;
7896065810592;AGUA MIN MINALBA 5L SEM GAS;-1,000;10,01;SAIDA POR AJUSTE;4;
7896984205103;AGUA MIN PASSA QUATRO 510ML CO;-42,000;1,54;SAIDA POR AJUSTE;4;
7894900680522;AGUA SABOR SPRITE 1,5L LEMON F;-7,000;4,97;SAIDA POR AJUSTE;4;
7894900300017;AGUA TONICA SCHWEPPES LT 350ML;-10,000;2,81;SAIDA POR AJUSTE;4;
7896002109000;AGUARDENTE 51 LT 350ML;2,000;3,95;ENTRADA POR AJUSTE;3;
7896002100014;AGUARDENTE 51 965ML;-2,000;9,90;SAIDA POR AJUSTE;3;
7896607100044;AGUARDENTE PITU 350ML;-27,000;3,99;SAIDA POR AJUSTE;3;
0000000001724;ALMONDEGAS BOVINA;-21,000;24,14;SAIDA DE DECOMPOSICAO POR NF;1;
0000000001724;ALMONDEGAS BOVINA;21,000;24,14;ENTRADA POR AJUSTE;1;
7896075910534;AMAC BABY SOFT 2L CARINHO (AZU;-23,000;6,33;SAIDA POR AJUSTE;9;
7896075910534;AMAC BABY SOFT 2L CARINHO (AZU;-1,000;6,33;PERDA MERCEARIA (AVARIA/FURTO);9;
7896075990772;AMAC BABY SOFT 2L MACIEZ (ROSA;10,000;6,39;ENTRADA POR AJUSTE;9;
7891150025288;AMAC CONC COMFORT 500ML HYDRA SERUM;1,000;10,58;ENTRADA POR AJUSTE;9;
7891150039001;AMAC CONC COMFORT 500ML PURO CUIDAD;1,000;9,69;ENTRADA POR AJUSTE;9;
7500435153874;AMAC CONC DOWNY 500ML AGUA FRESCA;-4,000;8,99;SAIDA POR AJUSTE;9;
7500435198240;AMAC CONC DOWNY 500ML BRISA VERAO;-4,000;8,99;SAIDA POR AJUSTE;9;
7506195143872;AMAC CONC DOWNY 500ML FREC PRI;2,000;9,99;ENTRADA POR AJUSTE;9;
7500435160087;AMAC CONC DOWNY 500ML MISTICO;-4,000;8,99;SAIDA POR AJUSTE;9;
7891242420557;AMAC CONC UAU 500ML CARINHO (A;-2,000;6,35;SAIDA POR AJUSTE;9;
7891022860450;AMAC MON BIJOU 1,7L +PERF (AZUL);4,000;6,65;ENTRADA POR AJUSTE;9;
7896098902400;AMAC YPE 2L ACONCHEGO (AZUL);-16,000;6,79;SAIDA POR AJUSTE;9;
7896098902424;AMAC YPE 2L ESSENCIA DE CARINHO;5,000;7,57;ENTRADA POR AJUSTE;9;
7896098902394;AMAC YPE 2L DELICADO (BRANCO);1,000;7,57;ENTRADA POR AJUSTE;9;
7896098901861;AMAC YPE 2L INTENSO (AZULESCUR;-2,000;7,50;SAIDA POR AJUSTE;9;
7896098901861;AMAC YPE 2L INTENSO (AZULESCUR;1,000;0,00;ENTRADA POR AJUSTE;9;
7896098901878;AMAC YPE 2L TERNURA (ROSA);-24,000;6,79;SAIDA POR AJUSTE;9;
7896098900413;AMAC YPE 500ML TERNURA (ROSA);2,000;2,83;ENTRADA POR AJUSTE;9;
7891150071780;AMIDO DE MILHO CREMOGEMA 180G;-7,000;4,66;SAIDA POR AJUSTE;11;
0070330727984;AP BARB BIC COMFORT 3 C1 ADVANCE BL;-26,000;3,40;SAIDA POR AJUSTE;14;
0070330717565;AP BARB BIC COMFORT 3 C1 ADV VERDE;-48,000;4,16;SAIDA POR AJUSTE;14;
0070330742222;AP BARB BIC COMFORT 3 C1 ADVAN;-1,000;4,20;SAIDA POR AJUSTE;14;
7896356600161;APERITIVO JURUPINGA 975ML;1,000;28,99;ENTRADA POR AJUSTE;3;
0000000001762;APRESUNTADO AURORA;-0,070;15,59;SAIDA DE DECOMPOSICAO POR NF;6;
0000000001762;APRESUNTADO AURORA;-0,070;15,59;SAIDA DE DECOMPOSICAO POR NF;6;
7896584300352;ARROZ SABOROSO 1KG TIPO 1;1,000;0,00;ENTRADA POR AJUSTE;5;
0000000001878;FRANGO ASSADO C/ FAROFA;1,000;0,00;ENTRADA POR AJUSTE;1;
0000000001878;FRANGO ASSADO C/ FAROFA;1,000;0,00;ENTRADA POR AJUSTE;1;
0000000001892;PANCETA TEMPERADA;0,406;0,00;ENTRADA POR AJUSTE;1;
0000000003513;BACON AURORA KG;6,900;33,08;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003513;BACON AURORA KG;0,106;33,08;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003513;BACON AURORA KG;0,157;33,08;ENTRADA DE DECOMPOSICAO POR NF;1;
7898279790400;BALA GELATINA FINI 80G BEIJOS;-3,000;3,99;SAIDA POR AJUSTE;12;
7898279790417;BALA GELATINA FINI 80G DENTADURAS;-53,000;3,99;SAIDA POR AJUSTE;12;
7898279794859;BALA GELATINA FINI 80G CHIC DINO;-45,000;4,79;SAIDA POR AJUSTE;12;
7898279790776;BALA GELATINA FINI 80G MINHOCAS BRI;-4,000;3,99;SAIDA POR AJUSTE;12;
7898279792039;BALA GELATINA FINI 90G MINHOCAS AZ;-35,000;4,78;SAIDA POR AJUSTE;12;
7898279790639;BALA GELATINA FINI 110G URSINHOS;3,000;4,75;ENTRADA POR AJUSTE;12;
7898591457777;BALA GELATINA FINI 60G MARSH C;-1,000;4,75;SAIDA POR AJUSTE;12;
7898591455001;BALA GELATINA FINI 80G TUBES UVA;12,000;4,76;ENTRADA POR AJUSTE;12;
7898279794842;BALA GELATINA FINI 80G CHIC MELAN;-2,000;4,79;SAIDA POR AJUSTE;12;
8410525146435;BALA GELATINA FINI 80G TUBES MORA C;-5,000;3,99;SAIDA POR AJUSTE;12;
7908228804512;BALA GELATINA FINI 80G MARSH TORCAO;5,000;4,78;ENTRADA POR AJUSTE;12;
7908228804505;BALA GELATINA FINI 80G MARSH TORCAO;2,000;4,75;ENTRADA POR AJUSTE;12;
7898591453595;BALA GELATINA FINI 80G TUBES T;-11,000;4,19;SAIDA POR AJUSTE;12;
7898591457807;BALA GELATINA FINI 80G TUBES TWIST;-8,000;4,76;SAIDA POR AJUSTE;12;
7898591457814;BALA GELATINA FINI 80G TUBES TWIST;4,000;4,42;ENTRADA POR AJUSTE;12;
7898591455025;BALA GELATINA FINI 80G TUBES UVA C;-5,000;4,42;SAIDA POR AJUSTE;12;
7898279790431;BALA GELATINA FINI 80G AMORAS;-7,000;3,99;SAIDA POR AJUSTE;12;
7898279790394;BALA GELATINA FINI 80G BANANAS;-6,000;3,99;SAIDA POR AJUSTE;12;
7898591451591;BALA GELATINA FINI 80G OVOS FRITOS;-5,000;3,99;SAIDA POR AJUSTE;12;
7898279792077;BALA GELATINA FINI 80G HAMBURGUERS;-1,000;3,99;SAIDA POR AJUSTE;12;
7898591459214;BALA GELATINA FINI 90G SORVET;2,000;4,76;ENTRADA POR AJUSTE;12;
7898279798185;BALA GELATINA FINI 80G TUBES TUTTI;7,000;4,78;ENTRADA POR AJUSTE;12;
7897951614805;BEB LACT MILK MIX GRF 900L MORANGO;-1,000;6,16;PERDA USO E CONSUMO LOJA;7;
0000000003599;BIFE A MILANESA DE CARNE;-8,300;37,50;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003599;BIFE A MILANESA DE CARNE;8,300;37,50;ENTRADA POR AJUSTE;1;
0000000003605;BIFE A MILANESA DE FRANGO;-3,650;15,36;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003605;BIFE A MILANESA DE FRANGO;3,650;15,36;ENTRADA POR AJUSTE;1;
0000000003612;BIFE A ROLE;-1,950;30,80;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003612;BIFE A ROLE;1,950;30,80;ENTRADA POR AJUSTE;1;
7896022205270;BISC AMANT RENATA 133G COCO;3,000;0,00;ENTRADA POR AJUSTE;11;
7898012040052;BISC FOLH ISABELLE 300G 7 CAPA;1,000;0,00;ENTRADA POR AJUSTE;11;
7891203056146;BISC PANCO 400G CREAM CRACKER;1,000;0,00;ENTRADA POR AJUSTE;11;
7891203063229;BISC RECH PANCO 140G TRUFADO;1,000;0,00;ENTRADA POR AJUSTE;11;
7896002362412;BOLINHO ANA MARIA 70G BAUNILHA;39,000;2,86;ENTRADA POR TRANSFERENCIA;13;
7898305101996;BRINQUEDO 14,99;-20,000;7,65;SAIDA POR AJUSTE;2;
7898305125992;BRINQUEDO 21,99;-10,000;11,55;SAIDA POR AJUSTE;2;
7908341607991;BRINQUEDO 32,99;5,000;18,45;ENTRADA POR AJUSTE;2;
7898994125921;BRINQUEDO GEL KIDS;-20,000;6,50;SAIDA POR AJUSTE;2;
7898964527052;BRINQUEDO PUXA PUXA SLIME  GLI;8,000;6,50;ENTRADA POR AJUSTE;2;
0000000003674;CONTRA FILE;41,785;42,84;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;-0,661;43,26;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;90,277;38,59;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;-0,579;43,58;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;111,139;41,01;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;-0,439;34,83;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003674;CONTRA FILE;59,360;32,25;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;25,007;32,71;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;-0,331;33,04;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;45,138;29,47;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;-0,289;33,28;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;55,569;31,32;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;-0,219;33,25;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;29,680;30,78;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;1,364;33,06;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;1,573;33,06;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003698;COXAO DURO;9,130;33,06;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;35,859;34,27;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;-0,561;34,61;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;76,577;30,87;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;-0,491;34,87;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;94,273;32,82;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;-0,372;34,83;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003704;COXAO MOLE;50,352;32,25;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;8,223;48,29;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;-0,133;48,77;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;18,135;43,50;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;-0,116;49,13;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;22,325;46,24;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;-0,088;49,08;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003711;FILE MIGNOM;11,924;45,44;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;13,486;29,42;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;-0,177;31,46;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;24,153;28,06;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;-0,155;31,70;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;29,734;29,83;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;-0,117;34,66;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;15,881;32,09;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003728;LAGARTO;20,500;31,48;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;20,395;23,86;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;-0,342;34,61;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;46,722;30,87;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;1,104;0,00;ENTRADA POR AJUSTE;1;
0000000003735;PATINHO;-0,299;34,87;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;57,519;32,82;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;-0,227;34,83;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003735;PATINHO;30,721;32,25;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;5,263;48,29;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;-0,072;48,77;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;9,820;43,50;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;-0,063;49,13;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;12,089;46,24;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;-0,048;49,08;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003742;PICANHA;6,457;45,44;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;22,041;41,28;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;-0,322;41,69;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;43,950;37,19;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;-0,282;42,00;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;54,107;39,53;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;-0,214;41,96;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003759;ALCATRA COM MAMINHA;28,899;38,85;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;98,123;27,26;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-2,432;26,74;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-0,081;26,74;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;159,442;32,13;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;11,007;24,56;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-1,645;26,94;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-0,071;26,94;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;217,571;32,24;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;13,551;26,10;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-1,248;26,91;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;-0,054;26,91;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;114,540;32,29;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;7,238;25,64;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;22,931;26,76;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;15,274;26,76;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003773;ACEM;20,100;26,76;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;14,132;24,14;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,240;24,38;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,189;24,38;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;15,738;29,29;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;25,816;21,75;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,162;24,56;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,165;24,56;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;21,475;29,39;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;31,782;23,11;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,123;24,54;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;-0,126;24,54;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;11,306;29,45;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;16,975;22,72;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003780;CARNE MOIDA BDJ;35,200;24,40;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;81,194;22,59;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;-1,093;22,81;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;149,194;20,35;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;-0,956;22,98;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;183,671;21,63;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;-0,725;22,95;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;98,100;21,25;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;28,900;22,82;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003803;COSTELA RIPA BOVINA;61,300;22,82;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;11,700;33,49;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;-0,235;33,82;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;32,151;30,17;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;-0,206;34,07;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;39,581;32,06;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;-0,156;34,04;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;21,140;31,51;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003810;FRALDINHA;14,548;33,84;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;24,001;25,70;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,538;25,17;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,278;25,17;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;35,311;30,24;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;38,011;23,16;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,364;25,35;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,244;25,35;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;48,185;30,34;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;46,795;24,61;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,276;25,33;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;-0,185;25,33;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;25,367;30,40;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;24,994;24,18;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003827;MUSCULO;9,851;25,18;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003834;OSSOBUCO;-13,500;18,37;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003834;OSSOBUCO;13,500;18,37;ENTRADA POR AJUSTE;1;
0000000003841;PALETA;45,655;27,26;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;-1,440;27,53;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;94,426;33,08;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;-0,974;27,73;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;128,851;33,18;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;-0,739;27,70;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;67,834;33,24;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003841;PALETA;17,613;27,55;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003858;CHULETA PONTA DE AGULHA;-61,300;22,82;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003858;CHULETA PONTA DE AGULHA;61,300;22,82;ENTRADA POR AJUSTE;1;
0000000003865;CALABRESA AURORA;12,100;19,32;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003865;CALABRESA AURORA;0,066;19,32;ENTRADA DE DECOMPOSICAO POR NF;1;
0000000003865;CALABRESA AURORA;0,079;19,32;ENTRADA DE DECOMPOSICAO POR NF;1;
7896321800848;LICOR TAVERNA 965ML CANELINHA;-2,000;12,00;SAIDA POR AJUSTE;3;
0000000003902;CARNE BOI CASADO;-561,700;24,38;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003940;CARNE SECA TRASEIRA TRADICAO;-20,500;33,63;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003940;CARNE SECA TRASEIRA TRADICAO;20,500;33,63;ENTRADA POR AJUSTE;1;
0000000003957;CARNE SUINO GORDO;-464,100;14,40;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003957;CARNE SUINO GORDO;-454,200;13,60;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003957;CARNE SUINO GORDO;-466,850;13,20;SAIDA DE DECOMPOSICAO POR NF;1;
0000000003957;CARNE SUINO GORDO;-190,200;13,20;SAIDA DE DECOMPOSICAO POR NF;1;
7891149010103;CERV BRAHMA GF 300ML GARR RET;3,000;0,00;ENTRADA POR AJUSTE;3;
7896931615191;CERV CHOPP CAMPO LARGO GF 500ML RED;-1,000;7,15;SAIDA POR AJUSTE;3;
7896045506873;CERV HEINEKEN PURO M LT 350ML;-17,000;4,49;PERDA MERCEARIA (AVARIA/FURTO);3;
7897395040307;CERV ITAIPAVA LT 269ML;-1,000;2,13;PERDA MERCEARIA (AVARIA/FURTO);3;
7891149103102;CERV SKOL LT 269ML;-2,000;2,42;PERDA MERCEARIA (AVARIA/FURTO);3;
7898142863798;CHOC BARRA ARCOR 80G AO LEITE;-2,000;5,86;SAIDA "DE PARA" LOJA;12;
0000000004374;DOCE TOPBEL MARSHMALLOW UN;-1,000;0,92;PERDA PADARIA;13;
0000000004374;DOCE TOPBEL MARSHMALLOW UN;-3,000;0,92;PERDA PADARIA;13;
0000000004374;DOCE TOPBEL MARSHMALLOW UN;-10,000;0,92;PERDA PADARIA;13;
0000078909434;CHOC BOMBOM FERRERO ROCHER 37G t3;-40,000;7,60;SAIDA POR AJUSTE;12;
0000078939301;CHOC BOMBOM LACTA 20G SONHO DE;-15,000;1,08;SAIDA "DE PARA" LOJA;12;
0000078939301;CHOC BOMBOM LACTA 20G SONHO DE;-5,000;1,08;SAIDA "DE PARA" LOJA;12;
0000080052487;CHOC BOMBOM RAFFAELLO 30G;-20,000;7,83;SAIDA POR AJUSTE;12;
0000080050315;CHOC KINDER 12,5G CHOCOLATE;-19,000;2,23;SAIDA POR AJUSTE;12;
0000080761761;CHOC KINDER BUENO 39G WHITE;-7,000;6,69;SAIDA POR AJUSTE;12;
0000080052760;CHOC KINDER BUENO 43G;-1,000;6,69;SAIDA POR AJUSTE;12;
0000078602731;CHOC KINDER JOY 20G;-30,000;8,02;SAIDA POR AJUSTE;12;
0000078940833;CHOC KINDER OVO 20G AZUL;-14,000;7,58;SAIDA POR AJUSTE;12;
0000078940840;CHOC KINDER OVO 20G ROSA;-49,000;8,27;SAIDA POR AJUSTE;12;
7898024397915;CHOC NUTELLA B READY 22G;-24,000;3,87;SAIDA POR AJUSTE;12;
0000078935655;CIGARRO GIFT BOX AZUL;1,000;0,00;ENTRADA POR AJUSTE;20;
0000078944237;CIGARRO SC ROTHMANS BLUE GLOBAL;1,000;0,00;ENTRADA POR AJUSTE;20;
0000078944237;CIGARRO SC ROTHMANS BLUE GLOBAL;1,000;0,00;ENTRADA POR AJUSTE;20;
0000078944237;CIGARRO SC ROTHMANS BLUE GLOBAL;1,000;0,00;ENTRADA POR AJUSTE;20;
0000078944237;CIGARRO SC ROTHMANS BLUE GLOBAL;1,000;0,00;ENTRADA POR AJUSTE;20;
7891024158708;COND PALMOLIVE 350ML NAT ILUMI;1,000;0,00;ENTRADA POR AJUSTE;14;
7896494297315;CERV CHOPP DRAFT 600ML CHOPP DE VIN;24,000;9,99;ENTRADA POR AJUSTE;3;
7896353300941;CR CREAM CHEESE CATUPIRY 150G;1,000;0,00;ENTRADA POR AJUSTE;7;
